pmid,pmcid,doi,secondary_doi,collection_id,collection_name,source,image_name,map_type,image_file,collection_id.1,image_id,number_of_subjects,cognitive_paradigm_cogatlas_id,cognitive_contrast_cogatlas_id,contrast_definition,cognitive_paradigm_cogatlas_name,cognitive_contrast_cogatlas_name,image_path,contrast_id,id
30060134.0,,,,3173,Stress impairs episodic retrieval by disrupting hippocampal and cortical mechanisms of remembering,pubmed,Covariation by HC associative accuracy,Z,images/3173/zstat1_3.nii.gz,3173,57140,44.0,trm_4fba85a597ca9,Other,"HC associative hit > CR, modulation by HC associative accuracy",delayed memory task,Other,3173-57140_zstat1_3.nii.gz,"collection_id    3173
collection_id    3173
Name: 1122, dtype: object-57140","30060134.0-collection_id    3173
collection_id    3173
Name: 1122, dtype: object-57140"
29518712.0,6014584.0,10.1016/j.dcn.2018.01.012,,2039,Not Just Social Sensitivity: Adolescent neural suppression of social feedback during risk taking,neurovault,Main Effect: Increasing Social Risk,T,images/2039/0001_T_KnocksCash_PM_pos.nii.gz,2039,39173,55.0,trm_4d559bcd67c18,cnt_55399f8675b23,,balloon analogue risk task,pumps parametric,2039-39173_0001_T_KnocksCash_PM_pos.nii.gz,"collection_id    2039
collection_id    2039
Name: 1123, dtype: object-39173","29518712.0-collection_id    2039
collection_id    2039
Name: 1123, dtype: object-39173"
25378157.0,4220024.0,10.1523/JNEUROSCI.0204-14.2014,,2395,Episodic Memory Encoding Interferes with Reward Learning and Decreases Striatal Prediction Errors,neurovault,Episodic memory encoding,T,images/2395/spmT_0001_2.nii.gz,2395,43848,25.0,trm_5696b180169bd,,"Parametric: contrast of successful vs. unsuccessful memory encoding, coding across both incidental stimuli.",Volatile Bandit,None / Other,2395-43848_spmT_0001_2.nii.gz,"collection_id    2395
collection_id    2395
Name: 1124, dtype: object-43848","25378157.0-collection_id    2395
collection_id    2395
Name: 1124, dtype: object-43848"
29437891.0,5858598.0,,,3554,Abstract memory representations in the ventromedial prefrontal cortex and hippocampus support concept generalization,pubmed,Exemplar model correlates,Z,images/3554/zstat1_1.nii.gz,3554,61825,29.0,trm_4f24112057e90,Other,exemplar model predictor versus implicit baseline,categorization task,Other,3554-61825_zstat1_1.nii.gz,"collection_id    3554
collection_id    3554
Name: 1126, dtype: object-61825","29437891.0-collection_id    3554
collection_id    3554
Name: 1126, dtype: object-61825"
29561236.0,,10.1162/jocn_a_01261,,3218,Functional Specificity and Sex Differences in the Neural Circuits Supporting the Inhibition of Automatic Imitation,neurovault,Exp2_General_Incompatible>Compatible,T,images/3218/spmT_0001_2.nii.gz,3218,57675,50.0,tsk_4a57abb949d76,cnt_4dfa46d8c1622,Stimulus response compatibility paradigm using performed and observed finger movements (Incompatible versus Compatible),selective attention task,response time with competing stimuli minus response time with a single stimuli or congruent stimuli,3218-57675_spmT_0001_2.nii.gz,"collection_id    3218
collection_id    3218
Name: 1127, dtype: object-57675","29561236.0-collection_id    3218
collection_id    3218
Name: 1127, dtype: object-57675"
29152222.0,5664981.0,10.12688/f1000research.11964.2,,2606,Preprocessed Consortium for Neuropsychiatric Phenomics dataset,neurovault,PAMRET TruePos - FalsePos,T,images/2606/pamret_TruePos-FalsePos.nii.gz,2606,50031,197.0,trm_4c8991e6e8597,,,paired associate recall,None / Other,2606-50031_pamret_TruePos-FalsePos.nii.gz,"collection_id    2606
collection_id    2606
Name: 1128, dtype: object-50031","29152222.0-collection_id    2606
collection_id    2606
Name: 1128, dtype: object-50031"
29735014.0,5957527.0,,,3177,Value generalization in human avoidance learning,pubmed,"Stimulus expected value (predicted P(shock)), additional variance from value-based generalization model (with linearly changing perceptual acuity), positive contrast",T,images/3177/spmT_0001.nii.gz,3177,57371,26.0,trm_4f2414059baa8,,,instrumental learning task,None / Other,3177-57371_spmT_0001.nii.gz,"collection_id    3177
collection_id    3177
Name: 1129, dtype: object-57371","29735014.0-collection_id    3177
collection_id    3177
Name: 1129, dtype: object-57371"
29735014.0,5957527.0,,,3177,Value generalization in human avoidance learning,pubmed,"Stimulus expected value (predicted P(shock)), additional variance from value-based generalization model (with constant perceptual acuity), positive contrast",T,images/3177/spmT_0001_3.nii.gz,3177,57369,26.0,trm_4f2414059baa8,,,instrumental learning task,None / Other,3177-57369_spmT_0001_3.nii.gz,"collection_id    3177
collection_id    3177
Name: 1130, dtype: object-57369","29735014.0-collection_id    3177
collection_id    3177
Name: 1130, dtype: object-57369"
29735014.0,5957527.0,,,3177,Value generalization in human avoidance learning,pubmed,"Outcome prediction error, additional variance from value-based generalization model (with linearly changing perceptual acuity), negative contrast",T,images/3177/spmT_0001_2.nii.gz,3177,57372,26.0,trm_4f2414059baa8,,,instrumental learning task,None / Other,3177-57372_spmT_0001_2.nii.gz,"collection_id    3177
collection_id    3177
Name: 1131, dtype: object-57372","29735014.0-collection_id    3177
collection_id    3177
Name: 1131, dtype: object-57372"
29735014.0,5957527.0,,,3177,Value generalization in human avoidance learning,pubmed,"Outcome prediction error, additional variance from value-based generalization model (with constant perceptual acuity), negative contrast",T,images/3177/spmT_0001_4.nii.gz,3177,57370,26.0,trm_4f2414059baa8,,,instrumental learning task,None / Other,3177-57370_spmT_0001_4.nii.gz,"collection_id    3177
collection_id    3177
Name: 1132, dtype: object-57370","29735014.0-collection_id    3177
collection_id    3177
Name: 1132, dtype: object-57370"
29152222.0,5664981.0,10.12688/f1000research.11964.2,,2606,Preprocessed Consortium for Neuropsychiatric Phenomics dataset,neurovault,SCAP neg_Load3,T,images/2606/scap_neg_Load3.nii.gz,2606,50085,244.0,trm_4dadbe225bdf1,,,spatial delayed response task,None / Other,2606-50085_scap_neg_Load3.nii.gz,"collection_id    2606
collection_id    2606
Name: 1133, dtype: object-50085","29152222.0-collection_id    2606
collection_id    2606
Name: 1133, dtype: object-50085"
29618082.0,6007391.0,10.1093/scan/nsy021,,3184,"Subjective Value Representations during Effort, Probability, and Time Discounting across Adulthood",neurovault,Subjective Value during Temporal Discounting,Z,images/3184/svtime.nii.gz,3184,57398,75.0,tsk_4a57abb949e98,cnt_553a6e49737bf,,temporal discounting task,all,3184-57398_svtime.nii.gz,"collection_id    3184
collection_id    3184
Name: 1134, dtype: object-57398","29618082.0-collection_id    3184
collection_id    3184
Name: 1134, dtype: object-57398"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp2_TheoryofMind_localiser_FalseBeliefs>FalsePhotographs,T,images/3191/spmT_0001_21.nii.gz,3191,57465,24.0,trm_4f2456027809f,cnt_553a68dc57c0c,,false belief task,false belief minus false picture,3191-57465_spmT_0001_21.nii.gz,"collection_id    3191
collection_id    3191
Name: 1135, dtype: object-57465","29521161.0-collection_id    3191
collection_id    3191
Name: 1135, dtype: object-57465"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp2_PPI_lTPSeed_Muscular>Slim,T,images/3191/spmT_0001_24.nii.gz,3191,57468,23.0,trm_4f2453ce33f16,,Social judgments based on Muscular versus Slim bodies (Muscular > Slim),social judgment task,None / Other,3191-57468_spmT_0001_24.nii.gz,"collection_id    3191
collection_id    3191
Name: 1136, dtype: object-57468","29521161.0-collection_id    3191
collection_id    3191
Name: 1136, dtype: object-57468"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp2_Obese>Slim,T,images/3191/spmT_0001_23.nii.gz,3191,57467,25.0,trm_4f2453ce33f16,,Social judgments based on Obese versus Slim bodies (Obese > Slim),social judgment task,None / Other,3191-57467_spmT_0001_23.nii.gz,"collection_id    3191
collection_id    3191
Name: 1137, dtype: object-57467","29521161.0-collection_id    3191
collection_id    3191
Name: 1137, dtype: object-57467"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp2_Body_localiser_Bodies>Cars,T,images/3191/spmT_0001_20.nii.gz,3191,57464,25.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57464_spmT_0001_20.nii.gz,"collection_id    3191
collection_id    3191
Name: 1138, dtype: object-57464","29521161.0-collection_id    3191
collection_id    3191
Name: 1138, dtype: object-57464"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rTPJSeed_Obese>Slim,T,images/3191/spmT_0001_19.nii.gz,3191,57463,24.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57463_spmT_0001_19.nii.gz,"collection_id    3191
collection_id    3191
Name: 1139, dtype: object-57463","29521161.0-collection_id    3191
collection_id    3191
Name: 1139, dtype: object-57463"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp2_Muscular>Slim,T,images/3191/spmT_0001_22.nii.gz,3191,57466,25.0,trm_4f2453ce33f16,,Social judgments based on Muscular versus Slim bodies (Muscular > Slim),social judgment task,None / Other,3191-57466_spmT_0001_22.nii.gz,"collection_id    3191
collection_id    3191
Name: 1140, dtype: object-57466","29521161.0-collection_id    3191
collection_id    3191
Name: 1140, dtype: object-57466"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rTPSeed_Obese>Slim,T,images/3191/spmT_0001_18.nii.gz,3191,57462,26.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57462_spmT_0001_18.nii.gz,"collection_id    3191
collection_id    3191
Name: 1141, dtype: object-57462","29521161.0-collection_id    3191
collection_id    3191
Name: 1141, dtype: object-57462"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rFBASeed_Obese>Slim,T,images/3191/spmT_0001_17.nii.gz,3191,57461,23.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57461_spmT_0001_17.nii.gz,"collection_id    3191
collection_id    3191
Name: 1142, dtype: object-57461","29521161.0-collection_id    3191
collection_id    3191
Name: 1142, dtype: object-57461"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rEBASeed_Obese>Slim,T,images/3191/spmT_0001_16.nii.gz,3191,57460,26.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57460_spmT_0001_16.nii.gz,"collection_id    3191
collection_id    3191
Name: 1143, dtype: object-57460","29521161.0-collection_id    3191
collection_id    3191
Name: 1143, dtype: object-57460"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_PrecuneusSeed_Obese>Slim,T,images/3191/spmT_0001_15.nii.gz,3191,57459,23.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57459_spmT_0001_15.nii.gz,"collection_id    3191
collection_id    3191
Name: 1144, dtype: object-57459","29521161.0-collection_id    3191
collection_id    3191
Name: 1144, dtype: object-57459"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_mPFCSeed_Obese>Slim,T,images/3191/spmT_0001_14.nii.gz,3191,57458,26.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57458_spmT_0001_14.nii.gz,"collection_id    3191
collection_id    3191
Name: 1145, dtype: object-57458","29521161.0-collection_id    3191
collection_id    3191
Name: 1145, dtype: object-57458"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_lTPJSeed_Obese>Slim,T,images/3191/spmT_0001_13.nii.gz,3191,57457,25.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57457_spmT_0001_13.nii.gz,"collection_id    3191
collection_id    3191
Name: 1146, dtype: object-57457","29521161.0-collection_id    3191
collection_id    3191
Name: 1146, dtype: object-57457"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rTPSeed_Muscular>Slim,T,images/3191/spmT_0001_10.nii.gz,3191,57454,26.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57454_spmT_0001_10.nii.gz,"collection_id    3191
collection_id    3191
Name: 1147, dtype: object-57454","29521161.0-collection_id    3191
collection_id    3191
Name: 1147, dtype: object-57454"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rFBASeed_Muscular>Slim,T,images/3191/spmT_0001_9.nii.gz,3191,57453,23.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57453_spmT_0001_9.nii.gz,"collection_id    3191
collection_id    3191
Name: 1148, dtype: object-57453","29521161.0-collection_id    3191
collection_id    3191
Name: 1148, dtype: object-57453"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_lTPSeed_Obese>Slim,T,images/3191/spmT_0001_12.nii.gz,3191,57456,25.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57456_spmT_0001_12.nii.gz,"collection_id    3191
collection_id    3191
Name: 1149, dtype: object-57456","29521161.0-collection_id    3191
collection_id    3191
Name: 1149, dtype: object-57456"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rTPJSeed_Muscular>Slim,T,images/3191/spmT_0001_11.nii.gz,3191,57455,24.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57455_spmT_0001_11.nii.gz,"collection_id    3191
collection_id    3191
Name: 1150, dtype: object-57455","29521161.0-collection_id    3191
collection_id    3191
Name: 1150, dtype: object-57455"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_PrecuneusSeed_Muscular>Slim,T,images/3191/spmT_0001_7.nii.gz,3191,57451,23.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57451_spmT_0001_7.nii.gz,"collection_id    3191
collection_id    3191
Name: 1151, dtype: object-57451","29521161.0-collection_id    3191
collection_id    3191
Name: 1151, dtype: object-57451"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_lTPJSeed_Muscular>Slim,T,images/3191/spmT_0001_4.nii.gz,3191,57449,25.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57449_spmT_0001_4.nii.gz,"collection_id    3191
collection_id    3191
Name: 1152, dtype: object-57449","29521161.0-collection_id    3191
collection_id    3191
Name: 1152, dtype: object-57449"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_PPI_rEBASeed_Muscular>Slim,T,images/3191/spmT_0001_8.nii.gz,3191,57452,26.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57452_spmT_0001_8.nii.gz,"collection_id    3191
collection_id    3191
Name: 1153, dtype: object-57452","29521161.0-collection_id    3191
collection_id    3191
Name: 1153, dtype: object-57452"
29521161.0,,10.1080/17470919.2018.1448888,,3191,Neural networks supporting social evaluation of bodies based on body shape,neurovault,Exp1_Muscular>Slim,T,images/3191/spmT_0001_2.nii.gz,3191,57446,26.0,tsk_4a57abb949bcd,cnt_4b4a5473705db,,n-back task,1-back,3191-57446_spmT_0001_2.nii.gz,"collection_id    3191
collection_id    3191
Name: 1154, dtype: object-57446","29521161.0-collection_id    3191
collection_id    3191
Name: 1154, dtype: object-57446"
